,key stats,mar21,mar20,mar19,mar18,mar17,company,mar16,mar15,mar14,mar13,mar12
647,Revenue from Operations/Share (Rs.),266.91,339.13,251.81,242.79,202.13,HDFC.NS,195.62,174.01,154.71,136.53,117.36
648,PBDIT/Share (Rs.),241.63,297.34,238.30,219.21,199.41,HDFC.NS,186.96,169.11,150.61,132.49,114.04
649,PBIT/Share (Rs.),240.75,296.48,237.92,218.91,199.05,HDFC.NS,186.62,168.92,150.40,132.34,113.90
650,PBT/Share (Rs.),82.13,117.50,76.21,78.70,67.52,HDFC.NS,63.98,54.77,47.68,42.51,38.36
651,Net Profit/Share (Rs.),66.67,102.59,55.96,65.39,46.85,HDFC.NS,44.90,38.04,34.86,31.35,27.91
652,Profitability Ratios,,,,,,HDFC.NS,,,,,
653,PBDIT Margin (%),90.52,87.67,94.63,90.28,98.65,HDFC.NS,95.57,97.18,97.34,97.04,97.17
654,PBIT Margin (%),90.19,87.42,94.48,90.16,98.47,HDFC.NS,95.39,97.07,97.21,96.92,97.05
655,PBT Margin (%),30.76,34.64,30.26,32.41,33.40,HDFC.NS,32.70,31.47,30.81,31.13,32.69
656,Net Profit Margin (%),24.97,30.25,22.22,26.93,23.17,HDFC.NS,22.95,21.86,22.53,22.96,23.78
657,Return on Networth / Equity (%),11.05,20.62,12.45,16.79,18.77,HDFC.NS,20.78,19.34,19.46,19.52,21.67
658,Return on Capital Employed (%),9.70,12.74,11.18,10.81,16.00,HDFC.NS,4.79,4.51,4.59,4.11,4.27
659,Return on Assets (%),2.11,3.39,2.09,2.74,2.20,HDFC.NS,2.45,2.35,2.40,2.48,2.46
660,Total Debt/Equity (X),4.06,4.86,4.72,4.90,4.85,HDFC.NS,4.42,4.23,4.03,4.38,5.05
661,Asset Turnover Ratio (%),8.48,11.20,9.44,10.20,9.51,HDFC.NS,10.70,10.78,10.69,10.80,10.34
662,Liquidity Ratios,,,,,,HDFC.NS,,,,,
663,Current Ratio (X),4.67,4.26,4.90,6.57,0.34,HDFC.NS,0.26,0.27,0.30,0.36,0.37
664,Quick Ratio (X),4.67,4.26,4.90,6.57,0.34,HDFC.NS,0.26,0.27,0.30,0.36,0.37
665,Inventory Turnover Ratio (X),0.00,0.00,0.00,0.00,0.00,HDFC.NS,0.00,0.00,0.00,0.00,0.00
666,Dividend Payout Ratio (NP) (%),30.28,20.26,37.52,30.58,6.39,HDFC.NS,37.86,39.43,40.15,39.86,39.40
667,Dividend Payout Ratio (CP) (%),29.89,20.09,37.27,30.44,6.34,HDFC.NS,37.57,39.23,39.92,39.67,39.21
668,Earnings Retention Ratio (%),69.72,79.74,62.48,69.42,93.61,HDFC.NS,62.14,60.57,59.85,60.14,60.60
669,Cash Earnings Retention Ratio (%),70.11,79.91,62.73,69.56,93.66,HDFC.NS,62.43,60.77,60.08,60.33,60.79
670,Valuation Ratios,,,,,,HDFC.NS,,,,,
671,Enterprise Value (Cr.),891018.38,698078.04,702330.28,623981.82,424552.54,HDFC.NS,320042.76,333977.94,242725.26,230730.41,189998.48
672,EV/Net Operating Revenue (X),18.51,11.88,16.20,15.34,13.22,HDFC.NS,10.36,12.19,10.05,10.93,10.96
673,EV/EBITDA (X),20.44,13.55,17.12,16.99,13.40,HDFC.NS,10.84,12.54,10.33,11.26,11.28
674,MarketCap/Net Operating Revenue (X),9.36,4.81,7.81,7.51,7.43,HDFC.NS,5.65,7.54,5.71,6.05,5.74
675,Retention Ratios (%),69.71,79.73,62.47,69.41,93.60,HDFC.NS,62.13,60.56,59.84,60.13,60.59
676,Price/BV (X),4.14,3.28,4.38,4.68,6.02,HDFC.NS,5.12,6.67,4.93,5.14,5.23
677,Price/Net Operating Revenue,9.36,4.81,7.81,7.51,7.43,HDFC.NS,5.65,7.54,5.71,6.05,5.74
678,Earnings Yield,0.03,0.06,0.03,0.04,0.03,HDFC.NS,0.04,0.03,0.04,0.04,0.04
679,Key Financial Ratios of HDFC Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,HDFCBANK.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
680,Per Share Ratios,,,,,,HDFCBANK.NS,,,,,
681,Basic EPS (Rs.),56.58,48.01,78.65,67.76,57.18,HDFCBANK.NS,48.84,42.15,35.47,28.49,22.11
682,Diluted EPS (Rs.),56.32,47.66,77.87,66.84,56.43,HDFCBANK.NS,48.26,41.67,35.21,28.18,21.91
683,Cash EPS (Rs.),58.81,50.07,81.59,70.88,60.03,HDFCBANK.NS,51.43,43.38,38.14,31.01,24.33
684,Book Value [Excl. Reval Reserve]/Share (Rs.),369.54,311.83,547.89,409.60,349.12,HDFCBANK.NS,287.47,247.39,181.23,152.20,127.52
685,Book Value [Incl. Reval Reserve]/Share (Rs.),369.54,311.83,547.89,409.60,349.12,HDFCBANK.NS,287.47,247.39,181.23,152.20,127.52
686,Dividend/Share (Rs.),6.50,2.50,15.00,13.00,11.00,HDFCBANK.NS,9.50,8.00,6.85,5.50,4.30
687,Operating Revenue / Share (Rs.),219.23,209.39,363.43,309.20,270.46,HDFCBANK.NS,238.20,193.38,171.47,147.37,116.28
688,Net Profit/Share (Rs.),56.44,47.89,77.40,67.38,56.78,HDFCBANK.NS,48.64,40.76,35.34,28.27,22.02
689,Per Employee Ratios,,,,,,HDFCBANK.NS,,,,,
690,Interest Income/ Employee (Rs.),10063719.49,9815479.98,10092906.51,9092195.73,8218909.91,HDFCBANK.NS,6878127.47,6353708.99,6034700.15,5077082.98,4129540.48
691,Net Profit/ Employee (Rs.),2591035.71,2244771.35,2149495.24,1981431.60,1725424.39,HDFCBANK.NS,1404398.73,1339160.38,1243801.97,973906.44,781992.05
692,Business/ Employee (Rs.),205498809.40,183054361.58,177699813.90,163972185.69,142094024.12,HDFCBANK.NS,115472348.91,107003994.66,98340460.49,77603363.18,66911809.90
693,Per Branch Ratios,,,,,,HDFCBANK.NS,,,,,
694,Interest Income/ Branch (Rs.),215510389.62,211987907.87,193948756.61,167623469.81,146990366.49,HDFCBANK.NS,133233285.62,120752128.55,120880204.53,114516242.98,107257671.78
695,Net Profit/ Branches (Rs.),55485957.92,48481009.97,41305438.57,36529618.34,30858199.79,HDFCBANK.NS,27204011.28,25450719.73,24914416.99,21966965.38,20310891.12
696,Business/ Branches (Rs.),4400671989.48,3953480747.42,3414740633.16,3022986693.96,2541267992.36,HDFCBANK.NS,2236765820.58,2033609052.57,1969843517.19,1750384153.49,1737918534.20
697,Key Performance Ratios,,,,,,HDFCBANK.NS,,,,,
698,ROCE (%),3.42,3.33,3.34,3.20,3.18,HDFCBANK.NS,3.17,3.11,3.18,3.12,2.97
699,CASA (%),46.11,42.23,42.37,43.49,48.03,HDFCBANK.NS,43.24,44.03,44.81,47.43,48.39
700,Net Profit Margin (%),25.74,22.86,21.29,21.79,20.99,HDFCBANK.NS,20.41,21.07,20.61,19.18,18.93
701,Operating Profit Margin (%),4.89,2.60,3.48,2.82,3.25,HDFCBANK.NS,2.56,2.51,1.35,-0.36,-0.28
702,Return on Assets (%),1.78,1.71,1.69,1.64,1.68,HDFCBANK.NS,1.73,1.73,1.72,1.68,1.52
703,Return on Equity / Networth (%),15.27,15.35,14.12,16.45,16.26,HDFCBANK.NS,16.91,16.47,19.50,18.57,17.26
704,Net Interest Margin (X),3.71,3.67,3.87,3.76,3.83,HDFCBANK.NS,3.89,3.79,3.75,3.94,3.63
705,Cost to Income (%),40.37,38.52,38.41,39.62,37.84,HDFCBANK.NS,36.69,36.84,36.53,38.02,38.03
706,Interest Income/Total Assets (%),6.91,7.50,7.95,7.54,8.02,HDFCBANK.NS,8.49,8.20,8.36,8.75,8.07
707,Non-Interest Income/Total Assets (%),1.44,1.51,1.41,1.43,1.42,HDFCBANK.NS,1.51,1.52,1.61,1.71,1.55
708,Operating Profit/Total Assets (%),0.33,0.19,0.27,0.21,0.26,HDFCBANK.NS,0.21,0.20,0.11,-0.03,-0.02
709,Operating Expenses/Total Assets (%),1.87,2.00,2.09,2.13,2.28,HDFCBANK.NS,2.39,2.36,2.44,2.80,2.54
710,Interest Expenses/Total Assets (%),3.20,3.83,4.07,3.77,4.18,HDFCBANK.NS,4.60,4.41,4.60,4.80,4.43
711,Valuation Ratios,,,,,,HDFCBANK.NS,,,,,
712,Enterprise Value (Rs. Cr),2196567.47,1692584.96,1624316.38,1298053.53,1049367.58,HDFCBANK.NS,840203.70,724875.64,561083.74,463125.72,377601.40
713,EV Per Net Sales (X),18.17,14.74,16.41,16.18,15.14,HDFCBANK.NS,13.95,14.96,13.64,13.21,13.84
714,Price To Book Value (X),4.04,2.76,4.23,4.62,4.13,HDFCBANK.NS,3.73,4.13,4.13,4.10,4.08
715,Price To Sales (X),6.81,4.12,6.37,6.12,5.33,HDFCBANK.NS,4.50,5.29,4.37,4.23,4.47
716,Retention Ratios (%),100.00,75.09,80.77,100.00,100.00,HDFCBANK.NS,80.46,80.37,80.61,80.53,80.47
717,Earnings Yield (X),0.04,0.06,0.03,0.04,0.04,HDFCBANK.NS,0.05,0.04,0.05,0.05,0.04
718,Key Financial Ratios of Hero Motocorp (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,HEROMOTOCO.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
719,Per Share Ratios,,,,,,HEROMOTOCO.NS,,,,,
720,Basic EPS (Rs.),148.39,181.91,169.48,185.14,169.12,HEROMOTOCO.NS,156.86,119.46,105.61,106.07,119.09
721,Diluted EPS (Rs.),148.37,181.91,169.47,185.13,169.12,HEROMOTOCO.NS,156.86,119.46,105.61,106.07,119.09
722,Cash EPS (Rs.),182.24,222.84,199.59,212.97,193.78,HEROMOTOCO.NS,178.96,146.50,161.06,163.24,174.03
723,Book Value [ExclRevalReserve]/Share (Rs.),760.68,707.70,643.66,589.33,506.32,HEROMOTOCO.NS,397.83,327.56,280.41,250.69,214.81
724,Book Value [InclRevalReserve]/Share (Rs.),760.68,707.70,643.66,589.33,506.32,HEROMOTOCO.NS,397.83,327.56,280.41,250.69,214.81
725,Dividend / Share(Rs.),105.00,90.00,87.00,95.00,85.00,HEROMOTOCO.NS,72.00,60.00,65.00,60.00,45.00
726,Revenue from Operations/Share (Rs.),1541.57,1443.61,1684.63,1613.95,1427.16,HEROMOTOCO.NS,1432.11,1381.34,1265.67,1190.19,1180.72
727,PBDIT/Share (Rs.),230.18,237.11,281.42,290.74,258.25,HEROMOTOCO.NS,242.27,202.05,199.62,184.42,199.47
728,PBIT/Share (Rs.),196.31,196.16,251.28,262.91,233.58,HEROMOTOCO.NS,220.17,175.01,144.17,127.25,144.52
729,PBT/Share (Rs.),195.21,228.97,250.85,262.60,233.27,HEROMOTOCO.NS,220.06,166.69,143.58,126.65,143.45
730,Net Profit/Share (Rs.),148.36,181.89,169.46,185.15,169.11,HEROMOTOCO.NS,156.85,119.46,105.61,106.07,119.09
731,Profitability Ratios,,,,,,HEROMOTOCO.NS,,,,,
732,PBDIT Margin (%),14.93,16.42,16.70,18.01,18.09,HEROMOTOCO.NS,16.91,14.62,15.77,15.49,16.89
733,PBIT Margin (%),12.73,13.58,14.91,16.29,16.36,HEROMOTOCO.NS,15.37,12.66,11.39,10.69,12.23
734,PBT Margin (%),12.66,15.86,14.89,16.27,16.34,HEROMOTOCO.NS,15.36,12.06,11.34,10.64,12.14
735,Net Profit Margin (%),9.62,12.59,10.05,11.47,11.84,HEROMOTOCO.NS,10.95,8.64,8.34,8.91,10.08
736,Return on Networth / Equity (%),19.50,25.70,26.32,31.41,33.39,HEROMOTOCO.NS,39.42,36.47,37.66,42.31,55.43
737,Return on Capital Employed (%),24.43,26.52,37.15,42.35,44.00,HEROMOTOCO.NS,37.77,35.93,37.16,38.71,42.86
738,Return on Assets (%),13.37,19.37,19.18,22.08,22.98,HEROMOTOCO.NS,25.38,22.67,20.88,21.96,24.04
739,Total Debt/Equity (X),0.00,0.00,0.00,0.00,0.00,HEROMOTOCO.NS,0.00,0.00,0.00,0.06,0.24
740,Asset Turnover Ratio (%),138.98,153.79,190.74,192.54,193.95,HEROMOTOCO.NS,231.74,262.17,250.31,246.51,238.43
741,Liquidity Ratios,,,,,,HEROMOTOCO.NS,,,,,
742,Current Ratio (X),1.79,2.08,1.96,2.04,1.82,HEROMOTOCO.NS,1.47,1.36,1.26,1.22,1.11
743,Quick Ratio (X),1.55,1.81,1.71,1.85,1.66,HEROMOTOCO.NS,1.30,1.15,1.10,1.06,0.96
744,Inventory Turnover Ratio (X),20.96,26.41,31.38,39.13,43.43,HEROMOTOCO.NS,42.50,33.83,37.75,37.33,34.90
745,Dividend Payout Ratio (NP) (%),0.00,53.32,56.05,45.91,51.44,HEROMOTOCO.NS,45.89,50.22,61.59,56.56,37.78
746,Dividend Payout Ratio (CP) (%),0.00,43.52,47.58,39.91,44.89,HEROMOTOCO.NS,40.23,40.95,40.39,36.75,25.85
747,Earnings Retention Ratio (%),0.00,46.68,43.95,54.09,48.56,HEROMOTOCO.NS,54.11,49.78,38.41,43.44,62.22
748,Cash Earnings Retention Ratio (%),0.00,56.48,52.42,60.09,55.11,HEROMOTOCO.NS,59.77,59.05,59.61,63.25,74.15
749,Valuation Ratios,,,,,,HEROMOTOCO.NS,,,,,
750,Enterprise Value (Cr.),57987.55,31602.29,50904.66,70662.30,64243.55,HEROMOTOCO.NS,58648.34,52613.47,45271.31,30912.86,41969.92
751,EV/Net Operating Revenue (X),1.88,1.10,1.51,2.19,2.25,HEROMOTOCO.NS,2.05,1.91,1.79,1.30,1.78
752,EV/EBITDA (X),12.61,6.67,9.06,12.17,12.46,HEROMOTOCO.NS,12.12,13.04,11.36,8.39,10.54
753,MarketCap/Net Operating Revenue (X),1.89,1.10,1.52,2.20,2.26,HEROMOTOCO.NS,2.06,1.91,1.80,1.30,1.74
754,Retention Ratios (%),0.00,46.67,43.94,54.08,48.55,HEROMOTOCO.NS,54.10,49.77,38.40,43.43,62.21
755,Price/BV (X),3.83,2.25,3.97,6.02,6.37,HEROMOTOCO.NS,7.40,8.07,8.11,6.15,9.57
756,Price/Net Operating Revenue,1.89,1.10,1.52,2.20,2.26,HEROMOTOCO.NS,2.06,1.91,1.80,1.30,1.74
757,Earnings Yield,0.05,0.11,0.07,0.05,0.05,HEROMOTOCO.NS,0.05,0.05,0.05,0.07,0.06
758,Key Financial Ratios of Hindalco Industries (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,HINDALCO.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
759,Per Share Ratios,,,,,,HINDALCO.NS,,,,,
760,Basic EPS (Rs.),4.46,2.79,5.41,6.45,7.56,HINDALCO.NS,0.64,4.48,7.09,8.88,11.69
761,Diluted EPS (Rs.),4.46,2.79,5.41,6.45,7.55,HINDALCO.NS,0.64,4.48,7.09,8.87,11.68
762,Cash EPS (Rs.),12.17,10.49,13.03,13.70,13.40,HINDALCO.NS,8.95,8.53,10.83,12.46,15.29
763,Book Value [ExclRevalReserve]/Share (Rs.),225.51,204.93,218.34,221.86,212.52,HINDALCO.NS,205.77,180.40,177.90,174.59,164.46
764,Book Value [InclRevalReserve]/Share (Rs.),225.51,204.93,218.34,221.86,212.52,HINDALCO.NS,205.77,180.40,177.90,174.59,164.46
765,Dividend / Share(Rs.),3.00,1.00,1.20,1.20,1.10,HINDALCO.NS,1.00,1.00,1.00,1.40,1.55
766,Revenue from Operations/Share (Rs.),192.35,181.27,205.72,192.06,165.84,HINDALCO.NS,167.26,167.18,134.88,136.08,138.90
767,PBDIT/Share (Rs.),21.37,19.83,23.32,27.24,26.13,HINDALCO.NS,21.11,20.82,17.51,16.55,19.43
768,PBIT/Share (Rs.),13.68,12.14,15.71,19.99,19.72,HINDALCO.NS,14.85,16.76,13.53,12.97,15.83
769,PBT/Share (Rs.),7.09,4.29,8.14,10.00,9.67,HINDALCO.NS,3.19,6.04,8.16,10.69,14.29
770,Net Profit/Share (Rs.),4.47,2.79,5.42,6.44,6.99,HINDALCO.NS,2.69,4.48,6.84,8.87,11.68
771,Profitability Ratios,,,,,,HINDALCO.NS,,,,,
772,PBDIT Margin (%),11.10,10.94,11.33,14.18,15.75,HINDALCO.NS,12.62,12.45,12.98,12.16,13.98
773,PBIT Margin (%),7.10,6.69,7.63,10.40,11.88,HINDALCO.NS,8.87,10.02,10.02,9.52,11.39
774,PBT Margin (%),3.68,2.36,3.95,5.20,5.82,HINDALCO.NS,1.90,3.61,6.05,7.85,10.29
775,Net Profit Margin (%),2.32,1.54,2.63,3.35,4.21,HINDALCO.NS,1.61,2.67,5.07,6.52,8.41
776,Return on Networth / Equity (%),1.98,1.36,2.48,2.90,3.28,HINDALCO.NS,1.30,2.48,3.84,5.08,7.10
777,Return on Capital Employed (%),4.40,4.16,5.17,6.38,6.46,HINDALCO.NS,0.81,1.47,2.30,2.98,4.90
778,Return on Assets (%),1.12,0.77,1.47,1.73,1.79,HINDALCO.NS,0.68,1.21,1.91,2.55,4.02
779,Total Debt/Equity (X),0.39,0.51,0.40,0.41,0.48,HINDALCO.NS,0.67,0.77,0.72,0.72,0.46
780,Asset Turnover Ratio (%),48.55,50.26,56.13,51.74,42.63,HINDALCO.NS,42.60,45.42,37.75,39.11,47.79
781,Liquidity Ratios,,,,,,HINDALCO.NS,,,,,
782,Current Ratio (X),1.48,1.58,1.68,1.70,1.52,HINDALCO.NS,1.97,1.75,1.74,2.07,1.64
783,Quick Ratio (X),0.64,0.85,0.87,0.87,1.02,HINDALCO.NS,1.29,1.08,1.04,1.28,0.87
784,Inventory Turnover Ratio (X),2.67,3.59,4.02,3.99,3.99,HINDALCO.NS,4.08,3.91,3.12,3.38,3.44
785,Dividend Payout Ratio (NP) (%),0.00,43.06,22.35,18.75,15.33,HINDALCO.NS,40.49,22.32,14.60,15.77,13.26
786,Dividend Payout Ratio (CP) (%),0.00,11.46,9.29,8.82,7.99,HINDALCO.NS,12.18,11.71,9.23,11.23,10.13
787,Earnings Retention Ratio (%),0.00,56.94,77.65,81.25,84.67,HINDALCO.NS,59.51,77.68,85.40,84.23,86.74
788,Cash Earnings Retention Ratio (%),0.00,88.54,90.71,91.18,92.01,HINDALCO.NS,87.82,88.29,90.77,88.77,89.87
789,Valuation Ratios,,,,,,HINDALCO.NS,,,,,
790,Enterprise Value (Cr.),91005.70,40998.30,63616.90,66213.59,61739.42,HINDALCO.NS,46128.14,54337.26,54462.00,40167.37,38636.70
791,EV/Net Operating Revenue (X),2.13,1.02,1.39,1.55,1.67,HINDALCO.NS,1.35,1.57,1.96,1.54,1.45
792,EV/EBITDA (X),19.18,9.31,12.27,10.90,10.61,HINDALCO.NS,10.67,12.64,15.06,12.67,10.38
793,MarketCap/Net Operating Revenue (X),1.70,0.53,1.00,1.12,1.18,HINDALCO.NS,0.53,0.77,1.05,0.67,0.93
794,Retention Ratios (%),0.00,56.93,77.64,81.24,84.66,HINDALCO.NS,59.50,77.67,85.39,84.22,86.73
795,Price/BV (X),1.45,0.47,0.94,0.97,0.92,HINDALCO.NS,0.43,0.72,0.80,0.52,0.79
796,Price/Net Operating Revenue,1.70,0.53,1.00,1.12,1.18,HINDALCO.NS,0.53,0.77,1.05,0.67,0.93
797,Earnings Yield,0.01,0.03,0.03,0.03,0.04,HINDALCO.NS,0.03,0.03,0.05,0.10,0.09
798,Key Financial Ratios of Hindustan Unilever (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,HINDUNILVR.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
799,Per Share Ratios,,,,,,HINDUNILVR.NS,,,,,
800,Basic EPS (Rs.),33.85,31.13,27.89,24.20,20.75,HINDUNILVR.NS,19.12,19.95,17.88,17.56,12.46
801,Diluted EPS (Rs.),33.85,31.12,27.88,24.19,20.74,HINDUNILVR.NS,19.11,19.94,17.87,17.55,12.45
802,Cash EPS (Rs.),38.15,35.54,30.37,26.46,22.62,HINDUNILVR.NS,20.64,21.27,19.09,18.65,13.46
803,Book Value [ExclRevalReserve]/Share (Rs.),201.85,37.18,35.46,32.75,30.05,HINDUNILVR.NS,29.07,17.21,15.15,12.36,16.25
804,Book Value [InclRevalReserve]/Share (Rs.),201.85,37.18,35.46,32.75,30.05,HINDUNILVR.NS,29.07,17.22,15.15,12.37,16.25
805,Dividend / Share(Rs.),31.00,34.50,22.00,20.00,17.00,HINDUNILVR.NS,16.00,15.00,13.00,18.50,7.50
806,Revenue from Operations/Share (Rs.),195.73,179.56,176.96,159.84,147.64,HINDUNILVR.NS,143.80,142.39,129.56,119.35,102.32
807,PBDIT/Share (Rs.),50.37,47.84,43.06,36.32,30.43,HINDUNILVR.NS,29.23,26.93,23.56,21.32,16.51
808,PBIT/Share (Rs.),46.06,43.50,40.63,34.11,28.60,HINDUNILVR.NS,27.74,25.61,22.36,20.23,15.50
809,PBT/Share (Rs.),44.64,42.09,39.45,33.73,29.61,HINDUNILVR.NS,27.53,28.60,23.25,22.93,16.05
810,Net Profit/Share (Rs.),33.85,31.19,27.94,24.25,20.79,HINDUNILVR.NS,19.15,19.95,17.88,17.56,12.45
811,Profitability Ratios,,,,,,HINDUNILVR.NS,,,,,
812,PBDIT Margin (%),25.73,26.64,24.33,22.72,20.61,HINDUNILVR.NS,20.32,18.91,18.18,17.86,16.14
813,PBIT Margin (%),23.53,24.22,22.96,21.33,19.36,HINDUNILVR.NS,19.29,17.98,17.25,16.94,15.15
814,PBT Margin (%),22.80,23.44,22.29,21.10,20.05,HINDUNILVR.NS,19.14,20.08,17.94,19.20,15.68
815,Net Profit Margin (%),17.29,17.37,15.79,15.16,14.07,HINDUNILVR.NS,13.31,14.00,13.80,14.70,12.16
816,Return on Networth / Equity (%),16.76,83.89,78.80,74.02,69.18,HINDUNILVR.NS,65.88,115.87,118.04,142.01,76.62
817,Return on Capital Employed (%),18.90,89.49,92.27,86.53,81.82,HINDUNILVR.NS,56.92,88.95,88.00,98.44,59.68
818,Return on Assets (%),11.67,34.37,33.78,30.53,30.43,HINDUNILVR.NS,29.71,31.65,29.75,32.97,24.56
819,Total Debt/Equity (X),0.00,0.00,0.00,0.00,0.00,HINDUNILVR.NS,0.00,0.00,0.00,0.00,0.00
820,Asset Turnover Ratio (%),67.52,197.86,213.96,201.32,216.18,HINDUNILVR.NS,223.13,225.94,215.55,224.19,201.82
821,Liquidity Ratios,,,,,,HINDUNILVR.NS,,,,,
822,Current Ratio (X),1.26,1.31,1.36,1.29,1.30,HINDUNILVR.NS,1.43,1.05,1.03,0.99,1.21
823,Quick Ratio (X),0.95,1.02,1.07,1.02,0.97,HINDUNILVR.NS,1.05,0.76,0.71,0.66,0.82
824,Inventory Turnover Ratio (X),13.60,14.71,15.78,14.64,13.50,HINDUNILVR.NS,12.29,11.84,10.20,10.21,8.79
825,Dividend Payout Ratio (NP) (%),110.77,77.11,75.31,74.39,79.53,HINDUNILVR.NS,81.07,75.20,72.69,105.35,60.22
826,Dividend Payout Ratio (CP) (%),98.27,67.69,69.29,68.17,73.08,HINDUNILVR.NS,75.23,70.52,68.10,99.18,55.70
827,Earnings Retention Ratio (%),-10.77,22.89,24.69,25.61,20.47,HINDUNILVR.NS,18.93,24.80,27.31,-5.35,39.78
828,Cash Earnings Retention Ratio (%),1.73,32.31,30.71,31.83,26.92,HINDUNILVR.NS,24.77,29.48,31.90,0.82,44.30
829,Valuation Ratios,,,,,,HINDUNILVR.NS,,,,,
830,Enterprise Value (Cr.),566917.00,491383.40,365196.80,285181.40,194835.00,HINDUNILVR.NS,185053.00,186314.36,128330.42,99086.24,86769.85
831,EV/Net Operating Revenue (X),12.33,12.67,9.55,8.26,6.11,HINDUNILVR.NS,5.96,6.05,4.58,3.84,3.92
832,EV/EBITDA (X),47.89,47.55,39.26,36.35,29.64,HINDUNILVR.NS,29.31,31.98,25.18,21.49,24.31
833,MarketCap/Net Operating Revenue (X),12.42,12.80,9.65,8.36,6.16,HINDUNILVR.NS,6.05,6.13,4.66,3.91,4.01
834,Retention Ratios (%),-10.77,22.88,24.68,25.60,20.46,HINDUNILVR.NS,18.92,24.79,27.30,-5.35,39.77
835,Price/BV (X),12.04,61.81,48.16,40.79,30.28,HINDUNILVR.NS,29.91,50.71,39.85,37.70,25.23
836,Price/Net Operating Revenue,12.42,12.80,9.65,8.36,6.16,HINDUNILVR.NS,6.05,6.13,4.66,3.91,4.01
837,Earnings Yield,0.01,0.01,0.02,0.02,0.02,HINDUNILVR.NS,0.02,0.02,0.03,0.04,0.03
838,Key Financial Ratios of ICICI Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,ICICIBANK.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
839,Per Share Ratios,,,,,,ICICIBANK.NS,,,,,
840,Basic EPS (Rs.),24.01,12.28,5.23,10.56,15.31,ICICIBANK.NS,16.75,19.32,84.99,72.20,56.11
841,Diluted EPS (Rs.),23.67,12.08,5.17,10.46,15.25,ICICIBANK.NS,16.65,19.13,84.65,71.93,55.95
842,Cash EPS (Rs.),23.36,13.72,6.42,11.76,18.12,ICICIBANK.NS,17.92,20.41,89.92,76.42,60.63
843,Book Value [Excl. Reval Reserve]/Share (Rs.),212.78,175.15,163.36,158.90,166.35,ICICIBANK.NS,149.45,138.71,633.86,578.22,524.00
844,Book Value [Incl. Reval Reserve]/Share (Rs.),212.78,179.96,168.08,163.57,171.57,ICICIBANK.NS,154.30,138.71,633.86,578.22,524.00
845,Dividend/Share (Rs.),2.00,0.00,1.00,1.50,2.50,ICICIBANK.NS,5.00,5.00,23.00,20.00,16.50
846,Operating Revenue / Share (Rs.),114.13,115.54,98.34,85.50,92.96,ICICIBANK.NS,90.68,84.66,382.48,347.39,290.97
847,Net Profit/Share (Rs.),23.36,12.25,5.22,10.54,16.82,ICICIBANK.NS,16.72,19.27,84.94,72.17,56.08
848,Per Employee Ratios,,,,,,ICICIBANK.NS,,,,,
849,Interest Income/ Employee (Rs.),0.00,7531118.58,7307399.77,6644491.59,6537376.34,ICICIBANK.NS,7307161.04,7401381.02,6116655.05,6457036.48,5755826.10
850,Net Profit/ Employee (Rs.),0.00,798519.16,387642.38,819281.33,1183120.75,ICICIBANK.NS,1347597.82,1684887.74,1358302.69,1341411.86,1109420.21
851,Business/ Employee (Rs.),0.00,142596981.88,142868072.08,129753214.80,115193098.71,ICICIBANK.NS,118696176.03,112938140.26,92849708.72,93911715.27,87382046.47
852,Per Branch Ratios,,,,,,ICICIBANK.NS,,,,,
853,Interest Income/ Branch (Rs.),0.00,140492705.86,130080411.57,112935878.78,111662431.55,ICICIBANK.NS,118515583.82,121212691.11,117714236.08,129276119.03,121884637.35
854,Net Profit/ Branches (Rs.),0.00,14896341.85,6900495.69,13925257.65,20208434.23,ICICIBANK.NS,21856825.39,27593468.89,26140359.71,26856363.55,23492940.41
855,Business/ Branches (Rs.),0.00,2660140804.47,2543221694.30,2205404754.67,1967569379.38,ICICIBANK.NS,1925145282.02,1849592105.93,1786880645.35,1880203421.94,1850391039.24
856,Key Performance Ratios,,,,,,ICICIBANK.NS,,,,,
857,ROCE (%),3.10,2.67,2.52,2.91,3.59,ICICIBANK.NS,3.47,3.20,2.96,2.61,2.27
858,CASA (%),0.00,45.11,49.61,51.68,50.36,ICICIBANK.NS,45.82,45.46,42.89,41.89,43.45
859,Net Profit Margin (%),20.46,10.60,5.30,12.33,18.09,ICICIBANK.NS,18.44,22.76,22.20,20.77,19.27
860,Operating Profit Margin (%),-3.50,-11.38,-17.58,-19.36,-17.91,ICICIBANK.NS,-10.61,-2.03,-1.39,-0.05,-3.09
861,Return on Assets (%),1.31,0.72,0.34,0.77,1.26,ICICIBANK.NS,1.34,1.72,1.64,1.55,1.36
